id,create_uid,write_uid,model,order,state,name,info,transient,create_date,write_date,is_mail_thread,is_mail_activity,is_mail_blacklist,website_form_default_field_id,website_form_label,website_form_key,website_form_access
33,,,ir.default,id,base,"{""en_US"": ""Default Values""}", User-defined default values for fields. ,f,,,f,f,f,,,,
34,,,ir.exports,name,base,"{""en_US"": ""Exports""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
35,,,ir.exports.line,id,base,"{""en_US"": ""Exports Line""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
36,,,ir.rule,"model_id DESC,id",base,"{""en_US"": ""Record Rule""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
38,,,ir.autovacuum,id,base,"{""en_US"": ""Automatic Vacuum""}", Helper model to the ``@api.autovacuum`` method decorator. ,f,,,f,f,f,,,,
40,,,ir.fields.converter,id,base,"{""en_US"": ""Fields Converter""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
42,,,ir.qweb.field,id,base,"{""en_US"": ""Qweb Field""}"," Used to convert a t-field specification into an output HTML field.

    :meth:`~.to_html` is the entry point of this conversion from QWeb, it:

    * converts the record value to html using :meth:`~.record_to_html`
    * generates the metadata attributes (``data-oe-``) to set on the root
      result node
    * generates the root result node itself through :meth:`~.render_element`
    ",f,,,f,f,f,,,,
43,,,ir.qweb.field.integer,id,base,"{""en_US"": ""Qweb Field Integer""}"," Used to convert a t-field specification into an output HTML field.

    :meth:`~.to_html` is the entry point of this conversion from QWeb, it:

    * converts the record value to html using :meth:`~.record_to_html`
    * generates the metadata attributes (``data-oe-``) to set on the root
      result node
    * generates the root result node itself through :meth:`~.render_element`
    ",f,,,f,f,f,,,,
44,,,ir.qweb.field.float,id,base,"{""en_US"": ""Qweb Field Float""}"," Used to convert a t-field specification into an output HTML field.

    :meth:`~.to_html` is the entry point of this conversion from QWeb, it:

    * converts the record value to html using :meth:`~.record_to_html`
    * generates the metadata attributes (``data-oe-``) to set on the root
      result node
    * generates the root result node itself through :meth:`~.render_element`
    ",f,,,f,f,f,,,,
46,,,ir.qweb.field.datetime,id,base,"{""en_US"": ""Qweb Field Datetime""}"," Used to convert a t-field specification into an output HTML field.

    :meth:`~.to_html` is the entry point of this conversion from QWeb, it:

    * converts the record value to html using :meth:`~.record_to_html`
    * generates the metadata attributes (``data-oe-``) to set on the root
      result node
    * generates the root result node itself through :meth:`~.render_element`
    ",f,,,f,f,f,,,,
47,,,ir.qweb.field.text,id,base,"{""en_US"": ""Qweb Field Text""}"," Used to convert a t-field specification into an output HTML field.

    :meth:`~.to_html` is the entry point of this conversion from QWeb, it:

    * converts the record value to html using :meth:`~.record_to_html`
    * generates the metadata attributes (``data-oe-``) to set on the root
      result node
    * generates the root result node itself through :meth:`~.render_element`
    ",f,,,f,f,f,,,,
48,,,ir.qweb.field.selection,id,base,"{""en_US"": ""Qweb Field Selection""}"," Used to convert a t-field specification into an output HTML field.

    :meth:`~.to_html` is the entry point of this conversion from QWeb, it:

    * converts the record value to html using :meth:`~.record_to_html`
    * generates the metadata attributes (``data-oe-``) to set on the root
      result node
    * generates the root result node itself through :meth:`~.render_element`
    ",f,,,f,f,f,,,,
49,,,ir.qweb.field.many2one,id,base,"{""en_US"": ""Qweb Field Many to One""}"," Used to convert a t-field specification into an output HTML field.

    :meth:`~.to_html` is the entry point of this conversion from QWeb, it:

    * converts the record value to html using :meth:`~.record_to_html`
    * generates the metadata attributes (``data-oe-``) to set on the root
      result node
    * generates the root result node itself through :meth:`~.render_element`
    ",f,,,f,f,f,,,,
50,,,ir.qweb.field.many2many,id,base,"{""en_US"": ""Qweb field many2many""}"," Used to convert a t-field specification into an output HTML field.

    :meth:`~.to_html` is the entry point of this conversion from QWeb, it:

    * converts the record value to html using :meth:`~.record_to_html`
    * generates the metadata attributes (``data-oe-``) to set on the root
      result node
    * generates the root result node itself through :meth:`~.render_element`
    ",f,,,f,f,f,,,,
51,,,ir.qweb.field.html,id,base,"{""en_US"": ""Qweb Field HTML""}"," Used to convert a t-field specification into an output HTML field.

    :meth:`~.to_html` is the entry point of this conversion from QWeb, it:

    * converts the record value to html using :meth:`~.record_to_html`
    * generates the metadata attributes (``data-oe-``) to set on the root
      result node
    * generates the root result node itself through :meth:`~.render_element`
    ",f,,,f,f,f,,,,
52,,,ir.qweb.field.image,id,base,"{""en_US"": ""Qweb Field Image""}","
    Widget options:

    ``class``
        set as attribute on the generated <img> tag
    ",f,,,f,f,f,,,,
53,,,ir.qweb.field.image_url,id,base,"{""en_US"": ""Qweb Field Image""}"," ``image_url`` widget rendering, inserts an image tag in the
    document.
    ",f,,,f,f,f,,,,
74,,,ir.profile,"session desc, id desc",base,"{""en_US"": ""Profiling results""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
54,,,ir.qweb.field.monetary,id,base,"{""en_US"": ""Qweb Field Monetary""}"," ``monetary`` converter, has a mandatory option
    ``display_currency`` only if field is not of type Monetary.
    Otherwise, if we are in presence of a monetary field, the field definition must
    have a currency_field attribute set.

    The currency is used for formatting *and rounding* of the float value. It
    is assumed that the linked res_currency has a non-empty rounding value and
    res.currency's ``round`` method is used to perform rounding.

    .. note:: the monetary converter internally adds the qweb context to its
              options mapping, so that the context is available to callees.
              It's set under the ``_values`` key.
    ",f,,,f,f,f,,,,
55,,,ir.qweb.field.float_time,id,base,"{""en_US"": ""Qweb Field Float Time""}"," ``float_time`` converter, to display integral or fractional values as
    human-readable time spans (e.g. 1.5 as ""01:30"").

    Can be used on any numerical field.
    ",f,,,f,f,f,,,,
56,,,ir.qweb.field.time,id,base,"{""en_US"": ""QWeb Field Time""}"," ``time`` converter, to display integer or fractional value as
    human-readable time (e.g. 1.5 as ""1:30 AM""). The unit of this value
    is in hours.

    Can be used on any numerical field between: 0 <= value < 24
    ",f,,,f,f,f,,,,
57,,,ir.qweb.field.duration,id,base,"{""en_US"": ""Qweb Field Duration""}"," ``duration`` converter, to display integral or fractional values as
    human-readable time spans (e.g. 1.5 as ""1 hour 30 minutes"").

    Can be used on any numerical field.

    Has an option ``unit`` which can be one of ``second``, ``minute``,
    ``hour``, ``day``, ``week`` or ``year``, used to interpret the numerical
    field value before converting it. By default use ``second``.

    Has an option ``round``. By default use ``second``.

    Has an option ``digital`` to display 01:00 instead of 1 hour

    Sub-second values will be ignored.
    ",f,,,f,f,f,,,,
